Horizon started successfully.
[2021-03-06 21:44:11][54e3260a-cdf1-4bc1-9964-d7e7c060d20e] Processing: App\Events\MessageCreated
[2021-03-06 21:44:11][54e3260a-cdf1-4bc1-9964-d7e7c060d20e] Processed:  App\Events\MessageCreated
[2021-03-06 21:44:19][4cba338a-26bb-4bb1-a11f-31b61b805319] Processing: App\Events\MessageCreated
[2021-03-06 21:44:19][4cba338a-26bb-4bb1-a11f-31b61b805319] Processed:  App\Events\MessageCreated
[2021-03-06 21:44:31][a116ce77-0bb8-4125-a16b-7936c80be240] Processing: App\Events\MessageCreated
[2021-03-06 21:44:31][a116ce77-0bb8-4125-a16b-7936c80be240] Processed:  App\Events\MessageCreated
[2021-03-06 21:44:37][7c3856ef-8f93-4eb4-a5c0-43d13cc74878] Processing: App\Events\MessageCreated
[2021-03-06 21:44:38][7c3856ef-8f93-4eb4-a5c0-43d13cc74878] Processed:  App\Events\MessageCreated
[2021-03-06 21:44:40][c648e65a-6466-4eda-b18a-7875297fb736] Processing: App\Events\MessageCreated
[2021-03-06 21:44:41][c648e65a-6466-4eda-b18a-7875297fb736] Processed:  App\Events\MessageCreated
[2021-03-06 21:44:52][4c94a95e-3255-4d70-aba0-bba0221b4e9b] Processing: App\Events\MessageCreated
[2021-03-06 21:44:53][4c94a95e-3255-4d70-aba0-bba0221b4e9b] Processed:  App\Events\MessageCreated
[2021-03-06 21:44:56][68982cbb-32c5-43ed-8401-e698ccf1d6b4] Processing: App\Events\MessageCreated
[2021-03-06 21:44:56][68982cbb-32c5-43ed-8401-e698ccf1d6b4] Processed:  App\Events\MessageCreated
[2021-03-06 21:45:13][8a61c0f5-7ee4-4760-8c53-7b7ddbf2d490] Processing: App\Events\MessageCreated
[2021-03-06 21:45:14][8a61c0f5-7ee4-4760-8c53-7b7ddbf2d490] Processed:  App\Events\MessageCreated
[2021-03-06 21:45:46][42ffb6cf-2620-4671-b1ce-4b42d6d63c5e] Processing: App\Events\MessageCreated
[2021-03-06 21:45:47][42ffb6cf-2620-4671-b1ce-4b42d6d63c5e] Processed:  App\Events\MessageCreated
[2021-03-06 21:45:49][efbaf17c-2bae-490b-b93f-8d81cd408913] Processing: App\Events\MessageCreated
[2021-03-06 21:45:50][efbaf17c-2bae-490b-b93f-8d81cd408913] Processed:  App\Events\MessageCreated
[2021-03-06 21:45:56][b25184af-a288-4808-b29b-9a8fa819bf28] Processing: App\Events\MessageCreated
[2021-03-06 21:45:56][b25184af-a288-4808-b29b-9a8fa819bf28] Processed:  App\Events\MessageCreated
[2021-03-06 21:46:05][388a328e-82a9-44b3-bbea-0238c80f9749] Processing: App\Events\MessageCreated
[2021-03-06 21:46:06][388a328e-82a9-44b3-bbea-0238c80f9749] Processed:  App\Events\MessageCreated
[2021-03-06 21:46:07][ae04f1af-82bd-4e0c-aef1-3b431672be1a] Processing: App\Events\MessageCreated
[2021-03-06 21:46:09][ae04f1af-82bd-4e0c-aef1-3b431672be1a] Processed:  App\Events\MessageCreated
[2021-03-06 21:46:15][b0437b1a-072f-44b7-80ef-d8a295670244] Processing: App\Events\MessageCreated
[2021-03-06 21:46:15][b0437b1a-072f-44b7-80ef-d8a295670244] Processed:  App\Events\MessageCreated
[2021-03-06 21:46:21][4a06e6a1-ce1a-4ac3-b64c-5745f8ecf2e1] Processing: App\Events\MessageCreated
[2021-03-06 21:46:22][4a06e6a1-ce1a-4ac3-b64c-5745f8ecf2e1] Processed:  App\Events\MessageCreated
[2021-03-06 21:46:22][3c8238f8-dfd0-4301-89b6-d706172dd19c] Processing: App\Events\MessageCreated
[2021-03-06 21:46:22][3c8238f8-dfd0-4301-89b6-d706172dd19c] Processed:  App\Events\MessageCreated
[2021-03-06 21:46:31][23a277cc-10bd-4cad-bd6e-b4ef4cbfb47f] Processing: App\Events\MessageCreated
[2021-03-06 21:46:31][23a277cc-10bd-4cad-bd6e-b4ef4cbfb47f] Processed:  App\Events\MessageCreated
[2021-03-06 21:46:43][4799531a-5811-42d7-9c37-7b24627faac7] Processing: App\Events\MessageCreated
[2021-03-06 21:46:44][4799531a-5811-42d7-9c37-7b24627faac7] Processed:  App\Events\MessageCreated
[2021-03-06 21:46:50][3c37560f-c85a-4deb-b731-5f9a1efad318] Processing: App\Events\MessageCreated
[2021-03-06 21:46:50][3c37560f-c85a-4deb-b731-5f9a1efad318] Processed:  App\Events\MessageCreated
[2021-03-06 21:46:58][22726a8e-3281-4f80-831e-c7036b3540a5] Processing: App\Events\MessageCreated
[2021-03-06 21:46:59][22726a8e-3281-4f80-831e-c7036b3540a5] Processed:  App\Events\MessageCreated
[2021-03-06 21:46:59][f0316f16-4025-400a-9049-01796499a25a] Processing: App\Events\MessageCreated
[2021-03-06 21:46:59][f0316f16-4025-400a-9049-01796499a25a] Processed:  App\Events\MessageCreated
[2021-03-06 21:47:40][4daf1876-983c-4136-bffd-f4dcdad21d4a] Processing: App\Events\MessageCreated
[2021-03-06 21:47:42][4daf1876-983c-4136-bffd-f4dcdad21d4a] Processed:  App\Events\MessageCreated
[2021-03-06 21:47:57][860dab6d-5162-4bcd-a47e-e91bc7e93944] Processing: App\Events\MessageCreated
[2021-03-06 21:47:57][860dab6d-5162-4bcd-a47e-e91bc7e93944] Processed:  App\Events\MessageCreated
[2021-03-06 21:47:57][4a24f0c5-05da-49c5-9b3e-5ed2cf4907e5] Processing: App\Events\MessageCreated
[2021-03-06 21:47:58][4a24f0c5-05da-49c5-9b3e-5ed2cf4907e5] Processed:  App\Events\MessageCreated
[2021-03-06 21:48:07][e0e5c089-bce8-4422-9124-2937806f2711] Processing: App\Events\MessageCreated
[2021-03-06 21:48:08][e0e5c089-bce8-4422-9124-2937806f2711] Processed:  App\Events\MessageCreated
[2021-03-06 21:48:08][9faa33e9-ff36-4930-82b1-4fe807b0343e] Processing: App\Events\MessageCreated
[2021-03-06 21:48:08][9faa33e9-ff36-4930-82b1-4fe807b0343e] Processed:  App\Events\MessageCreated
[2021-03-06 21:48:26][9a7cdb16-5643-4e51-a9c7-a10085f873a7] Processing: App\Events\MessageCreated
[2021-03-06 21:48:26][9a7cdb16-5643-4e51-a9c7-a10085f873a7] Processed:  App\Events\MessageCreated
[2021-03-06 21:48:35][7214c1fb-c9eb-4a63-a447-229f299b01f8] Processing: App\Events\MessageCreated
[2021-03-06 21:48:35][7214c1fb-c9eb-4a63-a447-229f299b01f8] Processed:  App\Events\MessageCreated
[2021-03-06 21:48:41][a566920b-ed82-47db-8be9-6dcf8c709d15] Processing: App\Events\MessageCreated
[2021-03-06 21:48:41][a566920b-ed82-47db-8be9-6dcf8c709d15] Processed:  App\Events\MessageCreated
[2021-03-06 21:48:53][6881033a-b346-4614-9614-0f519660508d] Processing: App\Events\MessageCreated
[2021-03-06 21:48:53][6881033a-b346-4614-9614-0f519660508d] Processed:  App\Events\MessageCreated
[2021-03-06 21:48:53][91995e20-dedc-4f4c-8120-dca7cf756f02] Processing: App\Events\MessageCreated
[2021-03-06 21:48:54][91995e20-dedc-4f4c-8120-dca7cf756f02] Processed:  App\Events\MessageCreated
[2021-03-06 21:48:59][31f69845-e26b-4c98-b179-4356f5618995] Processing: App\Events\MessageCreated
[2021-03-06 21:48:59][31f69845-e26b-4c98-b179-4356f5618995] Processed:  App\Events\MessageCreated
[2021-03-06 21:49:08][8832c175-cca3-43a2-ac6b-af9be799bb20] Processing: App\Events\MessageCreated
[2021-03-06 21:49:08][8832c175-cca3-43a2-ac6b-af9be799bb20] Processed:  App\Events\MessageCreated
[2021-03-06 21:49:14][8f51620f-4755-4103-a280-151d33f0c493] Processing: App\Events\MessageCreated
[2021-03-06 21:49:14][8f51620f-4755-4103-a280-151d33f0c493] Processed:  App\Events\MessageCreated
[2021-03-06 21:49:20][273b38cf-2635-45ce-aa2b-08348791d1eb] Processing: App\Events\MessageCreated
[2021-03-06 21:49:20][273b38cf-2635-45ce-aa2b-08348791d1eb] Processed:  App\Events\MessageCreated
[2021-03-06 21:49:29][81bfc5c0-5799-45d5-8b27-ae738fb94a0a] Processing: App\Events\MessageCreated
[2021-03-06 21:49:29][81bfc5c0-5799-45d5-8b27-ae738fb94a0a] Processed:  App\Events\MessageCreated
[2021-03-06 21:49:44][57e2dc28-6f37-45c2-afa9-a9a550343fd1] Processing: App\Events\MessageCreated
[2021-03-06 21:49:45][57e2dc28-6f37-45c2-afa9-a9a550343fd1] Processed:  App\Events\MessageCreated
[2021-03-06 21:50:03][f47db093-5a14-4cd7-9bfe-6b55984afd4b] Processing: App\Events\MessageCreated
[2021-03-06 21:50:04][f47db093-5a14-4cd7-9bfe-6b55984afd4b] Processed:  App\Events\MessageCreated
[2021-03-06 21:50:13][ee1a3cf7-7375-4f82-be07-3d7688d9c8fd] Processing: App\Events\MessageCreated
[2021-03-06 21:50:13][ee1a3cf7-7375-4f82-be07-3d7688d9c8fd] Processed:  App\Events\MessageCreated
[2021-03-06 21:50:22][f4cdfc2e-24c1-4627-8f58-e3093bcf1a44] Processing: App\Events\MessageCreated
[2021-03-06 21:50:23][f4cdfc2e-24c1-4627-8f58-e3093bcf1a44] Processed:  App\Events\MessageCreated
[2021-03-06 21:50:29][11076928-897b-4d18-8532-ae0415fd8354] Processing: App\Events\MessageCreated
[2021-03-06 21:50:29][11076928-897b-4d18-8532-ae0415fd8354] Processed:  App\Events\MessageCreated
[2021-03-06 21:50:38][639be859-23d1-4c56-bf1e-52476205511d] Processing: App\Events\MessageCreated
[2021-03-06 21:50:38][639be859-23d1-4c56-bf1e-52476205511d] Processed:  App\Events\MessageCreated
[2021-03-06 21:50:38][b1360946-d1e6-40b8-93d0-de2a16b652e7] Processing: App\Events\MessageCreated
[2021-03-06 21:50:38][b1360946-d1e6-40b8-93d0-de2a16b652e7] Processed:  App\Events\MessageCreated
[2021-03-06 21:50:53][fdbfb115-f330-4fe2-ae80-e1611fc9c966] Processing: App\Events\MessageCreated
[2021-03-06 21:50:54][fdbfb115-f330-4fe2-ae80-e1611fc9c966] Processed:  App\Events\MessageCreated
[2021-03-06 21:50:59][8c419d5f-b767-41af-b011-b3906bee75f8] Processing: App\Events\MessageCreated
[2021-03-06 21:50:59][8c419d5f-b767-41af-b011-b3906bee75f8] Processed:  App\Events\MessageCreated
[2021-03-06 21:51:02][fd3ffc41-18ed-4d90-b408-1928860612a5] Processing: App\Events\MessageCreated
[2021-03-06 21:51:02][fd3ffc41-18ed-4d90-b408-1928860612a5] Processed:  App\Events\MessageCreated
[2021-03-06 21:51:14][c13d6805-ea4b-43b4-92ad-4ff599c72c8f] Processing: App\Events\MessageCreated
[2021-03-06 21:51:14][c13d6805-ea4b-43b4-92ad-4ff599c72c8f] Processed:  App\Events\MessageCreated
[2021-03-06 21:51:17][89f7e862-7142-4bfd-99b2-3526654b1a9c] Processing: App\Events\MessageCreated
[2021-03-06 21:51:18][89f7e862-7142-4bfd-99b2-3526654b1a9c] Processed:  App\Events\MessageCreated
[2021-03-06 21:51:20][a7087d53-662f-4db2-835f-2093766d257c] Processing: App\Events\MessageCreated
[2021-03-06 21:51:21][a7087d53-662f-4db2-835f-2093766d257c] Processed:  App\Events\MessageCreated
[2021-03-06 21:51:41][d206eca5-9641-4f8a-b3a0-53e46fb2fd9b] Processing: App\Events\MessageCreated
[2021-03-06 21:51:42][d206eca5-9641-4f8a-b3a0-53e46fb2fd9b] Processed:  App\Events\MessageCreated
[2021-03-06 21:51:56][fbaa20dc-9096-4f1a-877a-37056326729a] Processing: App\Events\MessageCreated
[2021-03-06 21:51:57][fbaa20dc-9096-4f1a-877a-37056326729a] Processed:  App\Events\MessageCreated
[2021-03-06 21:52:05][8117c748-7fe8-44de-b5c5-a7cd6712bc38] Processing: App\Events\MessageCreated
[2021-03-06 21:52:06][8117c748-7fe8-44de-b5c5-a7cd6712bc38] Processed:  App\Events\MessageCreated
[2021-03-06 21:52:12][224dab36-b31d-4ca7-94a0-df1239160d3a] Processing: App\Events\MessageCreated
[2021-03-06 21:52:12][224dab36-b31d-4ca7-94a0-df1239160d3a] Processed:  App\Events\MessageCreated
[2021-03-06 21:52:17][b07ac4af-f579-4135-9e61-781015f0b0f9] Processing: App\Events\MessageCreated
[2021-03-06 21:52:18][b07ac4af-f579-4135-9e61-781015f0b0f9] Processed:  App\Events\MessageCreated
[2021-03-06 21:52:29][569c0b45-fac0-4aad-8e70-c49020b0ab87] Processing: App\Events\MessageCreated
[2021-03-06 21:52:30][569c0b45-fac0-4aad-8e70-c49020b0ab87] Processed:  App\Events\MessageCreated
[2021-03-06 21:52:41][9f11651f-33be-4fab-9d35-7a9cb9971fd1] Processing: App\Events\MessageCreated
[2021-03-06 21:52:42][9f11651f-33be-4fab-9d35-7a9cb9971fd1] Processed:  App\Events\MessageCreated
[2021-03-06 21:52:47][8418e93f-1127-47ee-bef5-d7a53cb84004] Processing: App\Events\MessageCreated
[2021-03-06 21:52:48][8418e93f-1127-47ee-bef5-d7a53cb84004] Processed:  App\Events\MessageCreated
[2021-03-06 21:53:02][ba5bb391-b51a-4f91-b3d6-0cc76767cdf6] Processing: App\Events\MessageCreated
[2021-03-06 21:53:03][ba5bb391-b51a-4f91-b3d6-0cc76767cdf6] Processed:  App\Events\MessageCreated
[2021-03-06 21:53:11][f0352b32-97b3-4ac6-a311-4fafa5fbb838] Processing: App\Events\MessageCreated
[2021-03-06 21:53:12][f0352b32-97b3-4ac6-a311-4fafa5fbb838] Processed:  App\Events\MessageCreated
[2021-03-06 21:53:24][7fa555ab-0ead-41e6-a1c0-8c2a7b0e92eb] Processing: App\Events\MessageCreated
[2021-03-06 21:53:24][7fa555ab-0ead-41e6-a1c0-8c2a7b0e92eb] Processed:  App\Events\MessageCreated
[2021-03-06 21:53:30][f226ccf9-8ae3-47c8-a1e4-758a5d7d0769] Processing: App\Events\MessageCreated
[2021-03-06 21:53:31][f226ccf9-8ae3-47c8-a1e4-758a5d7d0769] Processed:  App\Events\MessageCreated
[2021-03-06 21:53:35][abeb4709-a725-4075-a5a8-cc296a26400d] Processing: App\Events\MessageCreated
[2021-03-06 21:53:36][abeb4709-a725-4075-a5a8-cc296a26400d] Processed:  App\Events\MessageCreated
[2021-03-06 21:53:41][bdbe4d5c-41ca-4659-8b13-cabcd0a2a3da] Processing: App\Events\MessageCreated
[2021-03-06 21:53:42][bdbe4d5c-41ca-4659-8b13-cabcd0a2a3da] Processed:  App\Events\MessageCreated
[2021-03-06 21:53:47][bd7c881d-adec-454e-b192-456f931673fa] Processing: App\Events\MessageCreated
[2021-03-06 21:53:48][bd7c881d-adec-454e-b192-456f931673fa] Processed:  App\Events\MessageCreated
[2021-03-06 21:53:53][52896a3f-bc3c-47bd-8735-c85204ccd5b6] Processing: App\Events\MessageCreated
[2021-03-06 21:53:54][52896a3f-bc3c-47bd-8735-c85204ccd5b6] Processed:  App\Events\MessageCreated
[2021-03-06 21:54:00][dd2a7d01-7dc7-46da-89a6-6f6240f98605] Processing: App\Events\MessageCreated
[2021-03-06 21:54:00][dd2a7d01-7dc7-46da-89a6-6f6240f98605] Processed:  App\Events\MessageCreated
[2021-03-06 21:54:03][61420d94-a00d-4420-890d-4cc38b785c26] Processing: App\Events\MessageCreated
[2021-03-06 21:54:04][61420d94-a00d-4420-890d-4cc38b785c26] Processed:  App\Events\MessageCreated
[2021-03-06 21:54:11][5063f5d3-a9b0-4c88-80b4-cc81cbc35ade] Processing: App\Events\MessageCreated
[2021-03-06 21:54:12][5063f5d3-a9b0-4c88-80b4-cc81cbc35ade] Processed:  App\Events\MessageCreated
[2021-03-06 21:54:20][6d411c63-a38b-4013-b7ff-96bb4392e613] Processing: App\Events\MessageCreated
[2021-03-06 21:54:21][6d411c63-a38b-4013-b7ff-96bb4392e613] Processed:  App\Events\MessageCreated
[2021-03-06 21:54:23][b78d15e6-0331-4867-882c-08dd713c0692] Processing: App\Events\MessageCreated
[2021-03-06 21:54:24][b78d15e6-0331-4867-882c-08dd713c0692] Processed:  App\Events\MessageCreated
[2021-03-06 21:54:38][c1192b01-8cfb-45c9-b7a6-a371ac4d4bb6] Processing: App\Events\MessageCreated
[2021-03-06 21:54:39][c1192b01-8cfb-45c9-b7a6-a371ac4d4bb6] Processed:  App\Events\MessageCreated
[2021-03-06 21:54:51][c4ffebea-2144-49db-bdf0-da6a04dd312f] Processing: App\Events\MessageCreated
[2021-03-06 21:54:51][c4ffebea-2144-49db-bdf0-da6a04dd312f] Processed:  App\Events\MessageCreated
[2021-03-06 21:55:00][5c281553-1af4-47b4-b31c-a91e62f0622b] Processing: App\Events\MessageCreated
[2021-03-06 21:55:00][5c281553-1af4-47b4-b31c-a91e62f0622b] Processed:  App\Events\MessageCreated
[2021-03-06 21:55:06][b46b0d8d-5435-4d74-bc36-74b29a760ac3] Processing: App\Events\MessageCreated
[2021-03-06 21:55:06][b46b0d8d-5435-4d74-bc36-74b29a760ac3] Processed:  App\Events\MessageCreated
[2021-03-06 21:55:39][92975391-0efb-40e0-8ab7-d01e5db6171a] Processing: App\Events\MessageCreated
[2021-03-06 21:55:39][92975391-0efb-40e0-8ab7-d01e5db6171a] Processed:  App\Events\MessageCreated
[2021-03-06 21:55:57][909aa14f-d11f-4b40-a1bb-83731c68f358] Processing: App\Events\MessageCreated
[2021-03-06 21:55:57][909aa14f-d11f-4b40-a1bb-83731c68f358] Processed:  App\Events\MessageCreated
[2021-03-06 21:56:03][949a914e-dae8-4265-987a-3b5c73c7bdc5] Processing: App\Events\MessageCreated
[2021-03-06 21:56:04][949a914e-dae8-4265-987a-3b5c73c7bdc5] Processed:  App\Events\MessageCreated
[2021-03-06 21:56:09][4cc9559d-5978-4b04-9ad1-63857079075c] Processing: App\Events\MessageCreated
[2021-03-06 21:56:09][4cc9559d-5978-4b04-9ad1-63857079075c] Processed:  App\Events\MessageCreated
[2021-03-06 21:56:12][9e040782-9b37-43a3-b71d-f3e0f33eff28] Processing: App\Events\MessageCreated
[2021-03-06 21:56:12][9e040782-9b37-43a3-b71d-f3e0f33eff28] Processed:  App\Events\MessageCreated
[2021-03-06 21:56:15][4f812e1e-ca97-4f61-93ac-db8105e5f12c] Processing: App\Events\MessageCreated
[2021-03-06 21:56:16][4f812e1e-ca97-4f61-93ac-db8105e5f12c] Processed:  App\Events\MessageCreated
[2021-03-06 21:56:27][0cdbb3cf-5b60-45da-b176-7e68c9cc128b] Processing: App\Events\MessageCreated
[2021-03-06 21:56:28][0cdbb3cf-5b60-45da-b176-7e68c9cc128b] Processed:  App\Events\MessageCreated
[2021-03-06 21:56:39][db73a9de-0322-4022-aa38-57db570eb105] Processing: App\Events\MessageCreated
[2021-03-06 21:56:39][db73a9de-0322-4022-aa38-57db570eb105] Processed:  App\Events\MessageCreated
[2021-03-06 21:56:48][4a2c8365-5ad2-49de-8d9d-59e0ff8a3f1e] Processing: App\Events\MessageCreated
[2021-03-06 21:56:48][4a2c8365-5ad2-49de-8d9d-59e0ff8a3f1e] Processed:  App\Events\MessageCreated
[2021-03-06 21:56:51][9645d10e-efd7-45bb-95df-439cf458893b] Processing: App\Events\MessageCreated
[2021-03-06 21:56:52][9645d10e-efd7-45bb-95df-439cf458893b] Processed:  App\Events\MessageCreated
[2021-03-06 21:57:09][e58d1466-c82d-4470-b6d3-9dd87166e6be] Processing: App\Events\MessageCreated
[2021-03-06 21:57:09][e58d1466-c82d-4470-b6d3-9dd87166e6be] Processed:  App\Events\MessageCreated
[2021-03-06 21:57:18][1c27291d-614f-40c6-9506-956d8678593b] Processing: App\Events\MessageCreated
[2021-03-06 21:57:18][1c27291d-614f-40c6-9506-956d8678593b] Processed:  App\Events\MessageCreated
[2021-03-06 21:57:21][e94d2372-a2b4-46a9-aff7-8bd5d38b11c8] Processing: App\Events\MessageCreated
[2021-03-06 21:57:21][e94d2372-a2b4-46a9-aff7-8bd5d38b11c8] Processed:  App\Events\MessageCreated
[2021-03-06 21:57:24][5d2ea34d-55bf-42e5-9ae5-d17ad6073f31] Processing: App\Events\MessageCreated
[2021-03-06 21:57:25][5d2ea34d-55bf-42e5-9ae5-d17ad6073f31] Processed:  App\Events\MessageCreated
[2021-03-06 21:57:45][641e3a18-4fed-462d-a07c-60993d1e6aa4] Processing: App\Events\MessageCreated
[2021-03-06 21:57:45][641e3a18-4fed-462d-a07c-60993d1e6aa4] Processed:  App\Events\MessageCreated
[2021-03-06 21:57:54][464ca81c-149f-4a2a-a60d-63c22a292dc9] Processing: App\Events\MessageCreated
[2021-03-06 21:57:55][464ca81c-149f-4a2a-a60d-63c22a292dc9] Processed:  App\Events\MessageCreated
[2021-03-06 21:58:04][1cb922a7-8abf-4c39-8f98-28a874dc3867] Processing: App\Events\MessageCreated
[2021-03-06 21:58:04][1cb922a7-8abf-4c39-8f98-28a874dc3867] Processed:  App\Events\MessageCreated
[2021-03-06 21:58:15][eae7bc06-c95d-46f8-bcca-feb19fe0004d] Processing: App\Events\MessageCreated
[2021-03-06 21:58:15][eae7bc06-c95d-46f8-bcca-feb19fe0004d] Processed:  App\Events\MessageCreated
[2021-03-06 21:58:27][9206a30f-5d6d-4594-9c8d-a47538cc020b] Processing: App\Events\MessageCreated
[2021-03-06 21:58:27][9206a30f-5d6d-4594-9c8d-a47538cc020b] Processed:  App\Events\MessageCreated
[2021-03-06 21:58:33][72415c78-f6ed-4a91-929c-34c18aaa5cdb] Processing: App\Events\MessageCreated
[2021-03-06 21:58:33][72415c78-f6ed-4a91-929c-34c18aaa5cdb] Processed:  App\Events\MessageCreated
[2021-03-06 21:58:45][2b81b53a-d5c0-4db4-908d-94ef642ee0d5] Processing: App\Events\MessageCreated
[2021-03-06 21:58:46][2b81b53a-d5c0-4db4-908d-94ef642ee0d5] Processed:  App\Events\MessageCreated
[2021-03-06 21:58:57][05832ff1-33ca-484d-9987-6b662e51aba4] Processing: App\Events\MessageCreated
[2021-03-06 21:58:57][05832ff1-33ca-484d-9987-6b662e51aba4] Processed:  App\Events\MessageCreated
[2021-03-06 21:59:00][67904bcb-5c83-44a9-a205-0923acbca1d2] Processing: App\Events\MessageCreated
[2021-03-06 21:59:00][67904bcb-5c83-44a9-a205-0923acbca1d2] Processed:  App\Events\MessageCreated
[2021-03-06 21:59:06][8303de34-dc5d-434f-a0a7-dab09acd9f37] Processing: App\Events\MessageCreated
[2021-03-06 21:59:07][8303de34-dc5d-434f-a0a7-dab09acd9f37] Processed:  App\Events\MessageCreated
[2021-03-06 21:59:21][71cf135a-5b94-42b4-8e98-0939e9ab14be] Processing: App\Events\MessageCreated
[2021-03-06 21:59:22][71cf135a-5b94-42b4-8e98-0939e9ab14be] Processed:  App\Events\MessageCreated
[2021-03-06 21:59:36][68075056-9725-4197-a6ae-3fc86a42067a] Processing: App\Events\MessageCreated
[2021-03-06 21:59:37][68075056-9725-4197-a6ae-3fc86a42067a] Processed:  App\Events\MessageCreated
[2021-03-06 22:00:09][10546587-c7e2-4e43-a90f-20a24bd8003a] Processing: App\Events\MessageCreated
[2021-03-06 22:00:10][10546587-c7e2-4e43-a90f-20a24bd8003a] Processed:  App\Events\MessageCreated
[2021-03-06 22:00:19][0a0eab5d-df42-4ba0-a538-313b3841f580] Processing: App\Events\MessageCreated
[2021-03-06 22:00:18][d3ebed5e-c4bf-47ca-b466-5055e7ce630e] Processing: App\Events\MessageCreated
[2021-03-06 22:00:19][d3ebed5e-c4bf-47ca-b466-5055e7ce630e] Processed:  App\Events\MessageCreated
[2021-03-06 22:00:19][0a0eab5d-df42-4ba0-a538-313b3841f580] Processed:  App\Events\MessageCreated
[2021-03-06 22:00:40][967a6c92-8c95-43cc-8e04-0017e942861b] Processing: App\Events\MessageCreated
[2021-03-06 22:00:40][967a6c92-8c95-43cc-8e04-0017e942861b] Processed:  App\Events\MessageCreated
[2021-03-06 22:00:48][667d4df6-86af-46f1-8f0f-9f0a0c3b47b1] Processing: App\Events\MessageCreated
[2021-03-06 22:00:49][667d4df6-86af-46f1-8f0f-9f0a0c3b47b1] Processed:  App\Events\MessageCreated
[2021-03-06 22:01:10][33cc5484-7bc0-4b1f-8dcc-8bd91fa440ca] Processing: App\Events\MessageCreated
[2021-03-06 22:01:10][33cc5484-7bc0-4b1f-8dcc-8bd91fa440ca] Processed:  App\Events\MessageCreated
[2021-03-06 22:01:18][6a075afe-86ac-406b-bee9-9a6d7ce7e760] Processing: App\Events\MessageCreated
[2021-03-06 22:01:19][6a075afe-86ac-406b-bee9-9a6d7ce7e760] Processed:  App\Events\MessageCreated
[2021-03-06 22:01:27][4c1f467c-cb0a-43b7-bc50-fc5543a3da6d] Processing: App\Events\MessageCreated
[2021-03-06 22:01:28][4c1f467c-cb0a-43b7-bc50-fc5543a3da6d] Processed:  App\Events\MessageCreated
[2021-03-06 22:01:39][a99fb12b-40a7-43e4-92f7-0ced31e96903] Processing: App\Events\MessageCreated
[2021-03-06 22:01:40][a99fb12b-40a7-43e4-92f7-0ced31e96903] Processed:  App\Events\MessageCreated
[2021-03-06 22:01:48][534a034d-e5de-4c7b-92a8-0e88a41ac814] Processing: App\Events\MessageCreated
[2021-03-06 22:01:49][534a034d-e5de-4c7b-92a8-0e88a41ac814] Processed:  App\Events\MessageCreated
[2021-03-06 22:01:57][b33948fc-c1e5-44f5-8ea6-a06cca9c9d4f] Processing: App\Events\MessageCreated
[2021-03-06 22:01:58][b33948fc-c1e5-44f5-8ea6-a06cca9c9d4f] Processed:  App\Events\MessageCreated
[2021-03-06 22:02:09][4d772c5f-1516-473a-9e00-03f5f07382b1] Processing: App\Events\MessageCreated
[2021-03-06 22:02:10][4d772c5f-1516-473a-9e00-03f5f07382b1] Processed:  App\Events\MessageCreated
[2021-03-06 22:02:19][774097f6-20a7-4365-8b77-a1cde13293a6] Processing: App\Events\MessageCreated
[2021-03-06 22:02:19][774097f6-20a7-4365-8b77-a1cde13293a6] Processed:  App\Events\MessageCreated
[2021-03-06 22:02:22][6f1ea954-5a69-4990-87cb-35e9cdfac4c2] Processing: App\Events\MessageCreated
[2021-03-06 22:02:22][6f1ea954-5a69-4990-87cb-35e9cdfac4c2] Processed:  App\Events\MessageCreated
[2021-03-06 22:02:28][980f9c2f-cc26-4496-8f76-697080bd1c0c] Processing: App\Events\MessageCreated
[2021-03-06 22:02:29][980f9c2f-cc26-4496-8f76-697080bd1c0c] Processed:  App\Events\MessageCreated
[2021-03-06 22:02:37][ab6feff0-9622-49e5-a0b0-c45b63ba0d20] Processing: App\Events\MessageCreated
[2021-03-06 22:02:37][ab6feff0-9622-49e5-a0b0-c45b63ba0d20] Processed:  App\Events\MessageCreated
[2021-03-06 22:02:40][ea7daa3b-b961-492f-b514-3d409f6d7845] Processing: App\Events\MessageCreated
[2021-03-06 22:02:40][ea7daa3b-b961-492f-b514-3d409f6d7845] Processed:  App\Events\MessageCreated
[2021-03-06 22:02:52][a00fc297-a4e1-4856-9fa8-5658efaa9400] Processing: App\Events\MessageCreated
[2021-03-06 22:02:52][d24bd621-5ae2-47b7-9d43-cede50a083e1] Processing: App\Events\MessageCreated
[2021-03-06 22:02:52][d24bd621-5ae2-47b7-9d43-cede50a083e1] Processed:  App\Events\MessageCreated
[2021-03-06 22:02:53][a00fc297-a4e1-4856-9fa8-5658efaa9400] Processed:  App\Events\MessageCreated
[2021-03-06 22:03:01][42c7b55c-07dc-431d-b4d0-08f01cf9b94f] Processing: App\Events\MessageCreated
[2021-03-06 22:03:02][42c7b55c-07dc-431d-b4d0-08f01cf9b94f] Processed:  App\Events\MessageCreated
[2021-03-06 22:03:14][c6a17260-528c-408b-85c7-7b1d4d0da23e] Processing: App\Events\MessageCreated
[2021-03-06 22:03:14][c6a17260-528c-408b-85c7-7b1d4d0da23e] Processed:  App\Events\MessageCreated
[2021-03-06 22:03:14][731fcffe-223d-44d4-a01b-6092dbef6aa8] Processing: App\Events\MessageCreated
